Datetime,Discharge,Corresponding_known_discharge
1/10/2025 14:20,13.78307441,13.4
1/10/2025 14:30,14.02106831,13.4
1/10/2025 14:40,13.95747322,13.4
1/10/2025 14:50,12.38476272,12.0
1/10/2025 15:00,9.962687097,10.6
1/10/2025 15:10,6.348301057,5.5
1/10/2025 15:20,5.038944456,5.5
1/10/2025 15:30,6.697878981,7.4
1/10/2025 15:40,9.496453146,9.0
1/10/2025 15:50,11.9614457,12.0
1/10/2025 16:00,12.86114067,13.4
1/10/2025 16:10,11.7191601,12.0
1/10/2025 16:20,9.01383273,9.0
1/10/2025 16:30,10.35089026,10.6
1/10/2025 16:40,12.44055473,12.0
1/10/2025 16:50,14.87667589,15.3
1/10/2025 17:00,16.08732354,15.3
1/10/2025 17:10,13.55600482,13.4
1/10/2025 17:20,8.862453004,9.0
1/10/2025 17:30,8.468787685,9.0
1/10/2025 17:40,11.2025963,10.6
1/10/2025 17:50,16.22036604,15.3
1/10/2025 18:00,21.42658012,18.8
1/10/2025 18:10,21.93729162,18.8
1/10/2025 18:20,18.21483294,18.8
1/10/2025 18:30,17.54025679,18.8
1/10/2025 18:40,18.8250337,18.8
1/10/2025 18:50,20.14570476,18.8
1/10/2025 19:00,20.11800383,18.8
1/10/2025 19:10,20.56941193,18.8
1/10/2025 19:20,21.89164361,18.8
1/10/2025 19:30,21.35947365,18.8
1/10/2025 19:40,19.07590267,18.8
1/10/2025 19:50,16.39281407,15.3
1/10/2025 20:00,14.3175853,13.4
1/10/2025 20:10,13.42257218,13.4
1/10/2025 20:20,15.32964461,15.3
1/10/2025 20:30,15.01908207,15.3
1/10/2025 20:40,12.80222742,13.4
1/10/2025 20:50,10.25803362,10.6
1/10/2025 21:00,9.195644463,9.0
1/10/2025 21:10,10.08909697,10.6
1/10/2025 21:20,13.20057459,13.4
1/10/2025 21:30,14.72958786,15.3
1/10/2025 21:40,14.20248989,13.4
1/10/2025 21:50,11.11949351,10.6
1/10/2025 22:00,7.772753068,7.4
1/10/2025 22:10,7.262041569,7.4
1/10/2025 22:20,12.0308931,12.0
1/10/2025 22:30,15.75647301,15.3
1/10/2025 22:40,14.86380081,15.3
1/10/2025 22:50,11.6243527,12.0
1/10/2025 23:00,9.12190537,9.0
1/10/2025 23:10,8.995495495,9.0
1/10/2025 23:20,13.67773285,13.4
1/10/2025 23:30,14.26530467,13.4
1/10/2025 23:40,12.24079591,12.0
1/10/2025 23:50,9.729375044,9.0
1/11/2025 0:00,7.485599773,7.4
1/11/2025 0:10,7.940519259,7.4
1/11/2025 0:20,14.669114,15.3
1/11/2025 0:30,16.89377172,15.3
1/11/2025 0:40,16.00539122,15.3
1/11/2025 0:50,14.49081365,15.3
1/11/2025 1:00,11.65829609,12.0
1/11/2025 1:10,11.86390721,12.0
1/11/2025 1:20,15.30389445,15.3
1/11/2025 1:30,14.40927148,15.3
1/11/2025 1:40,12.39139533,12.0
1/11/2025 1:50,9.409448819,9.0
1/11/2025 2:00,6.106795772,5.5
1/11/2025 2:10,4.549691424,4.2
1/11/2025 2:20,7.429027453,7.4
1/11/2025 2:30,7.606157338,7.4
1/11/2025 2:40,5.3011279,5.5
1/11/2025 2:50,3.838050649,4.2
1/11/2025 3:00,3.507590267,3.0
1/11/2025 3:10,3.571965666,3.0
1/11/2025 3:20,6.463396467,7.4
1/11/2025 3:30,7.390402213,7.4
1/11/2025 3:40,7.049017521,7.4
1/11/2025 3:50,6.233595801,5.5
1/11/2025 4:00,5.043626303,5.5
1/11/2025 4:10,3.397957012,3.0
1/11/2025 4:20,2.37633871,2.0
1/11/2025 4:30,1.722876567,2.0
1/11/2025 4:40,1.173521353,1.0
1/11/2025 4:50,1.0,1.0
1/11/2025 5:00,1.0,1.0
1/11/2025 5:10,1.0,1.0
1/11/2025 5:20,1.0,1.0
1/11/2025 5:30,1.055886404,1.0
1/11/2025 5:40,1.209203954,1.0
1/11/2025 5:50,1.605829792,2.0
1/11/2025 6:00,1.831884953,2.0
1/11/2025 6:10,1.707780081,2.0
1/11/2025 6:20,2.165968209,2.0
1/11/2025 6:30,3.927786054,4.2
1/11/2025 6:40,5.877775413,5.5
1/11/2025 6:50,7.85429524,7.4
1/11/2025 7:00,9.060651202,9.0
1/11/2025 7:10,8.856990849,9.0
1/11/2025 7:20,12.49010428,12.0
1/11/2025 7:30,13.98205292,13.4
1/11/2025 7:40,14.95431652,15.3
1/11/2025 7:50,17.53245371,18.8
1/11/2025 8:00,19.33418458,18.8
1/11/2025 8:10,15.20713627,15.3
1/11/2025 8:20,9.56824147,9.0
1/11/2025 8:30,8.268638717,9.0
1/11/2025 8:40,9.625984252,9.0
1/11/2025 8:50,10.69266511,10.6
1/11/2025 9:00,12.37422856,12.0
1/11/2025 9:10,13.19316167,13.4
1/11/2025 9:20,13.82247996,13.4
1/11/2025 9:30,13.56224729,13.4
1/11/2025 9:40,12.8888416,13.4
1/11/2025 9:50,12.25093992,12.0
1/11/2025 10:00,11.62591331,12.0
1/11/2025 10:10,11.63020501,12.0
1/11/2025 10:20,14.09831879,13.4
1/11/2025 10:30,13.90753352,13.4
1/11/2025 10:40,11.53578776,12.0
1/11/2025 10:50,9.474604526,9.0
1/11/2025 11:00,8.366567355,9.0
1/11/2025 11:10,8.506242463,9.0
1/11/2025 11:20,9.729375044,9.0
1/11/2025 11:30,10.32474995,10.6
1/11/2025 11:40,10.88852238,10.6
1/11/2025 11:50,11.86468752,12.0
1/11/2025 12:00,11.90409307,12.0
1/11/2025 12:10,12.50102859,12.0
1/11/2025 12:20,14.29027453,13.4
1/11/2025 12:30,13.35390509,13.4
1/11/2025 12:40,11.89902107,12.0
1/11/2025 12:50,10.23033269,10.6
1/11/2025 13:00,8.148471306,7.4
1/11/2025 13:10,7.696673051,7.4
1/11/2025 13:20,11.82020997,12.0
1/11/2025 13:30,12.91459176,13.4
1/11/2025 13:40,11.98641555,12.0
1/11/2025 13:50,11.02585657,10.6
1/11/2025 14:00,9.389160814,9.0
1/11/2025 14:10,9.593601475,9.0
1/11/2025 14:20,11.64347024,12.0
1/11/2025 14:30,12.32194793,12.0
1/11/2025 14:40,13.0183727,13.4
1/11/2025 14:50,15.25239413,15.3
1/11/2025 15:00,17.09157977,18.8
1/11/2025 15:10,15.32574307,15.3
1/11/2025 15:20,11.77027027,12.0
1/11/2025 15:30,11.28647939,10.6
1/11/2025 15:40,12.75228772,13.4
1/11/2025 15:50,16.34170391,15.3
1/11/2025 16:00,20.20969,18.8
1/11/2025 16:10,18.87887494,18.8
1/11/2025 16:20,14.26140314,13.4
1/11/2025 16:30,13.80804426,13.4
1/11/2025 16:40,16.32882883,15.3
1/11/2025 16:50,21.68408172,18.8
1/11/2025 17:00,26.92150812,29.2
1/11/2025 17:10,22.52291268,18.8
1/11/2025 17:20,13.04607363,13.4
1/11/2025 17:30,12.10112081,12.0
1/11/2025 17:40,15.74281762,15.3
1/11/2025 17:50,20.20578847,18.8
1/11/2025 18:00,24.31527985,29.2
1/11/2025 18:10,20.19408385,18.8
1/11/2025 18:20,11.79367951,12.0
1/11/2025 18:30,9.235440165,9.0
1/11/2025 18:40,9.452365752,9.0
1/11/2025 18:50,9.93225509,10.6
1/11/2025 19:00,10.02121019,10.6
1/11/2025 19:10,10.568206,10.6
1/11/2025 19:20,11.80928566,12.0
1/11/2025 19:30,10.69305526,10.6
1/11/2025 19:40,8.784422217,9.0
1/11/2025 19:50,6.500851245,7.4
1/11/2025 20:00,4.398311698,4.2
1/11/2025 20:10,4.62069944,4.2
1/11/2025 20:20,9.716499965,9.0
1/11/2025 20:30,10.28690502,10.6
1/11/2025 20:40,8.958821026,9.0
1/11/2025 20:50,7.126268,7.4
1/11/2025 21:00,5.100978932,5.5
1/11/2025 21:10,5.055721075,5.5
1/11/2025 21:20,9.046995815,9.0
1/11/2025 21:30,7.770412144,7.4
1/11/2025 21:40,4.639036674,4.2
1/11/2025 21:50,2.853936605,3.0
1/11/2025 22:00,2.076957764,2.0
1/11/2025 22:10,1.726013499,2.0
1/11/2025 22:20,4.778711783,4.2
1/11/2025 22:30,7.487550543,7.4
1/11/2025 22:40,7.053309215,7.4
1/11/2025 22:50,5.973363127,5.5
1/11/2025 23:00,3.642973682,4.2
1/11/2025 23:10,3.115875718,3.0
1/11/2025 23:20,10.76172235,10.6
1/11/2025 23:30,13.41867064,13.4
1/11/2025 23:40,12.63992339,12.0
1/11/2025 23:50,10.92636731,10.6
1/12/2025 0:00,8.19450947,7.4
1/12/2025 0:10,6.71855714,7.4
1/12/2025 0:20,9.282258637,9.0
1/12/2025 0:30,10.72738881,10.6
1/12/2025 0:40,9.26470171,9.0
1/12/2025 0:50,7.184010782,7.4
1/12/2025 1:00,5.87153295,5.5
1/12/2025 1:10,5.846563099,5.5
1/12/2025 1:20,8.269809179,9.0
1/12/2025 1:30,8.324820884,9.0
1/12/2025 1:40,6.750939916,7.4
1/12/2025 1:50,5.248066965,5.5
1/12/2025 2:00,3.642973682,4.2
1/12/2025 2:10,2.887854682,3.0
1/12/2025 2:20,3.999574378,4.2
1/12/2025 2:30,3.478718876,3.0
1/12/2025 2:40,2.480837757,2.0
1/12/2025 2:50,2.158517996,2.0
1/12/2025 3:00,2.070487842,2.0
1/12/2025 3:10,1.91619,2.0
1/12/2025 3:20,1.701702276,2.0
1/12/2025 3:30,1.607986433,2.0
1/12/2025 3:40,1.595830821,2.0
1/12/2025 3:50,1.446238377,1.0
1/12/2025 4:00,1.285470613,1.0
1/12/2025 4:10,1.413104533,1.0
1/12/2025 4:20,1.834629769,2.0
1/12/2025 4:30,1.912072777,2.0
1/12/2025 4:40,1.786203381,2.0
1/12/2025 4:50,1.717582994,2.0
1/12/2025 5:00,1.826199264,2.0
1/12/2025 5:10,1.99343695,2.0
1/12/2025 5:20,1.996377824,2.0
1/12/2025 5:30,2.110091608,2.0
1/12/2025 5:40,2.240470344,2.0
1/12/2025 5:50,2.676699948,3.0
1/12/2025 6:00,3.896573739,4.2
1/12/2025 6:10,4.185677804,4.2
1/12/2025 6:20,3.048379088,3.0
1/12/2025 6:30,2.766886742,3.0
1/12/2025 6:40,2.933340195,3.0
1/12/2025 6:50,3.921543591,4.2
1/12/2025 7:00,5.011633681,5.5
1/12/2025 7:10,6.256224729,5.5
1/12/2025 7:20,7.410690218,7.4
1/12/2025 7:30,8.653330496,9.0
1/12/2025 7:40,10.25023055,10.6
1/12/2025 7:50,12.25093992,12.0
1/12/2025 8:00,13.9754203,13.4
1/12/2025 8:10,13.98439384,13.4
1/12/2025 8:20,11.63371639,12.0
1/12/2025 8:30,12.21816699,12.0
1/12/2025 8:40,13.88295382,13.4
1/12/2025 8:50,15.21689012,15.3
1/12/2025 9:00,16.3807193,15.3
1/12/2025 9:10,15.92579982,15.3
1/12/2025 9:20,14.31407392,13.4
1/12/2025 9:30,13.45027311,13.4
1/12/2025 9:40,12.82719728,13.4
1/12/2025 9:50,12.21426545,12.0
1/12/2025 10:00,11.71213733,12.0
1/12/2025 10:10,12.47020643,12.0
1/12/2025 10:20,14.99138114,15.3
1/12/2025 10:30,12.28878485,12.0
1/12/2025 10:40,8.479711995,9.0
1/12/2025 10:50,6.175072711,5.5
1/12/2025 11:00,5.086153082,5.5
1/12/2025 11:10,4.690927148,4.2
1/12/2025 11:20,6.410335532,5.5
1/12/2025 11:30,6.860573172,7.4
1/12/2025 11:40,6.989714124,7.4
1/12/2025 11:50,7.815279847,7.4
1/12/2025 12:00,7.299106193,7.4
1/12/2025 12:10,6.613995886,7.4
1/12/2025 12:20,7.564020714,7.4
1/12/2025 12:30,8.627580336,9.0
1/12/2025 12:40,8.139107612,7.4
1/12/2025 12:50,6.516847556,7.4
1/12/2025 13:00,5.243385117,5.5
1/12/2025 13:10,3.73700078,4.2
1/12/2025 13:20,3.945342981,4.2
1/12/2025 13:30,3.731538625,4.2
1/12/2025 13:40,3.015216003,3.0
1/12/2025 13:50,2.870993672,3.0
1/12/2025 14:00,2.711402258,3.0
1/12/2025 14:10,2.119110288,2.0
1/12/2025 14:20,1.183520324,1.0
1/12/2025 14:30,1.0,1.0
1/12/2025 14:40,1.0,1.0
1/12/2025 14:50,1.027457958,1.0
1/12/2025 15:00,1.201753741,1.0
1/12/2025 15:10,1.254297352,1.0
1/12/2025 15:20,1.0,1.0
1/12/2025 15:30,1.0,1.0
1/12/2025 15:40,1.377029816,1.0
1/12/2025 15:50,2.32712809,2.0
1/12/2025 16:00,5.189934029,5.5
1/12/2025 16:10,9.280698021,9.0
1/12/2025 16:20,11.68170533,12.0
1/12/2025 16:30,14.1041711,13.4
1/12/2025 16:40,16.65265659,15.3
1/12/2025 16:50,21.69578634,18.8
1/12/2025 17:00,27.70025537,29.2
1/12/2025 17:10,22.38284741,18.8
1/12/2025 17:20,11.32627509,12.0
1/12/2025 17:30,10.92909839,10.6
1/12/2025 17:40,14.92115344,15.3
1/12/2025 17:50,19.3111655,18.8
1/12/2025 18:00,23.87674683,18.8
1/12/2025 18:10,19.49648861,18.8
1/12/2025 18:20,10.95367809,10.6
1/12/2025 18:30,9.029438888,9.0
1/12/2025 18:40,9.754344896,9.0
1/12/2025 18:50,11.38401788,12.0
1/12/2025 19:00,11.83113428,12.0
1/12/2025 19:10,11.70238349,12.0
1/12/2025 19:20,13.12332411,13.4
1/12/2025 19:30,12.19397744,12.0
1/12/2025 19:40,9.524154075,9.0
1/12/2025 19:50,6.296800738,5.5
1/12/2025 20:00,3.50290842,3.0
1/12/2025 20:10,2.890795555,3.0
1/12/2025 20:20,7.336951124,7.4
1/12/2025 20:30,8.003334043,7.4
1/12/2025 20:40,5.832517557,5.5
1/12/2025 20:50,3.828296801,4.2
1/12/2025 21:00,2.330657138,2.0
1/12/2025 21:10,1.960695223,2.0
1/12/2025 21:20,6.021352061,5.5
1/12/2025 21:30,7.192594169,7.4
1/12/2025 21:40,5.055330921,5.5
1/12/2025 21:50,3.065545861,3.0
1/12/2025 22:00,2.303208983,2.0
1/12/2025 22:10,2.239882169,2.0
1/12/2025 22:20,6.320990282,5.5
1/12/2025 22:30,7.562069944,7.4
1/12/2025 22:40,5.650705824,5.5
1/12/2025 22:50,3.444775484,3.0
1/12/2025 23:00,2.033824949,2.0
1/12/2025 23:10,1.588576666,2.0
1/12/2025 23:20,5.994431439,5.5
1/12/2025 23:30,7.490671774,7.4
1/12/2025 23:40,5.338972831,5.5
1/12/2025 23:50,2.713558898,3.0
